rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
1,Used 2008 Jeep Wrangler Sport,62,/cars-for-sale/vehicledetails.xhtml?listingId=474777348&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,11e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,123e3,Manual,AT-1C4C8704,Gasoline,Information Unavailable,1J4FA24168L546831,NA,#000000,#454545,We are selling to buy a larger vehicle so our entire family can fit in it. We have had all of the open recalls repaired. Nothing major. It just passed a 23 point inspection through Jeep.  A/C ice cold. New tires. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,Sport,2008,Used,Huntsville,Private,NA,NA
2,Used 1998 Jeep Wrangler SE,78,/cars-for-sale/vehicledetails.xhtml?listingId=462960335&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,10500,FALSE,Sport Utility,4 wheel drive,4-Cylinder,93600,Manual,AT-1B9836CF,Gasoline,Information Unavailable,1J4FY29P2WP784299,CD PlayerLift KitPremium AudioPremium WheelsTrailer Hitch,#05518D,#454545,"Nice 1998 Jeep Wrangler 4x4. Low mileage, new tires, wheels and shocks. New hard top with rack. Very clean Jeep.  Accepting offers, New paint, New tires, Non-smoker, Very clean interior, Well maintainedComes with soft-top",NA,NA,NA,NA,FALSE,Private Seller,SE,1998,Used,Huntsville,Private,NA,NA
3,Used 2014 Jeep Wrangler Unlimited Sahara,83,/cars-for-sale/vehicledetails.xhtml?listingId=467112935&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34988,FALSE,Convertible,4 wheel drive - rear,6-Cylinder,15125,Automatic,AT-1BD793E7,Gasoline,Information Unavailable,1C4BJWEG2EL239666,Bluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsLift KitMulti-zone Climate ControlNavigationPower Locks,#E31313,#000000,"Over $50K invested. AEV Installed Equipment and Suspension. Low Miles. All Scheduled Maintenance, Clean Carfax, No Accidents, All Records, Always Garaged, Non-Smoker, Excellent Condition, Factory GPS system, Must See, New Tires, One owner, Still under factory warranty. Front, Rear and Side JW Speaker LED's Installed.Professional Installed Options:AEV Premium Front Bumper AEV IPF 901XSD 100 Watt Driving LightsAEV Splash GuardsAEV Rear Bumper / Tire Carrier with Dual Water TanksAEV 3rd Brake LightAEV JK DualSport RS Suspension 3.5&quot;/4.5&quot;AEV 50 Watt Rear Halogen Backup light20x10 Krank Fuel WheelsNEW 35x12.5x20 Nitto Grappler TiresJWSPEAKER - LED Headlights Model 8700 Evolution J JWSPEAKER - LED Tail Lights Model 279 J SeriesJWSPEAKER - LED Jeep Fog Lights ? Model 6150 J SeriesRhino Front GrillA-Pillar Switch Pod",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sahara,2014,Used,Huntsville,Private,NA,NA
4,Used 2002 Jeep Wrangler,83,/cars-for-sale/vehicledetails.xhtml?listingId=457042610&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,9500,FALSE,Sport Utility,4 wheel drive,4 Cylinder,43400,Manual,AT-1B3DEAB2,Gasoline,Information Unavailable,Information Unavailable,NA,#000000,#000000,"Great running mechanically sound Jeep.  Lifted with 35'' BFG's.  Tires have 80% life left. 4WD works perfectly.  Upgraded front, rear bumpers and running bars.  Only 43k original miles.  Hood paint is faded.",NA,NA,NA,NA,FALSE,Private Seller,,2002,Used,Huntsville,Private,NA,NA
5,Used 2010 Jeep Wrangler Sahara,102,/cars-for-sale/vehicledetails.xhtml?listingId=473578495&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,14400,FALSE,Sport Utility,4 wheel drive,6-Cylinder,91e3,Automatic,AT-1C3A3BFF,Gasoline,Information Unavailable,1J4AA5D10AL215812,CD PlayerCruise ControlKeyless EntryLift KitPower LocksPower WindowsPremium WheelsTrailer Hitch,#248B15,#454545,"Up for sale America's most iconic 4X4 this 2010 Jeep Wrangler Sahara Edition Fully Loaded and Low Miles. Lifted on 35's. Never off-roaded.   * A little about the Jeep I purchased the Wrangler with 80k almost 2 years ago with a salvage title due to a front end accident even though both fenders, hood, bumper and a few miscellaneous components were damaged the Jeep started and drove. All repairs were completed by a local professional body shop out of chattanooga. The Jeep was inspected by the TN Dept of Safety and was issued a rebuilt title thats able to be registered in any state as a clean title. No liens, Title in Hand.   *  I travel for work and I've been using the Jeep as my daily commuter with the 35's on it currently with that said most of the miles on the Jeep are high way miles and just hit 91k miles, the Jeep run's and drives great havent had any issues since. The Jeep is very clean inside and smoke/pet free, The Jeep is road trip worthy its been to Charlotte, NC and Tampa, FL a couple times. It doesn't have carpet but I did have rubber floor mats put in place.     * Jeep Wrangler is equipped with the following:               * 5 BF Goodrich mud tires 35/12.5/18               * 5 18'' Pro Comp Wheels               * 2.5'' Rough Country Suspension Lift Kit               * Ice cold A/C               * Power Windows               * Cruise Control               * Soft Top               * Factory Fender Flares               * Factory Guard Rails               *3.8L With Automatic Transmission  For additional pictures or information feel free to contact me. Thanks for looking.",NA,NA,NA,NA,FALSE,Private Seller,Sahara,2010,Used,Huntsville,Private,NA,NA
6,Used 2007 Jeep Wrangler Unlimited X,115,/cars-for-sale/vehicledetails.xhtml?listingId=482690750&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17990,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,99132,Automatic,AT-1CC546BE,Gasoline,Information Unavailable,1J4GA39147L117057,Keyless EntryPower LocksPower WindowsPremium WheelsTrailer Hitch,#05518D,#454545,"2007 Jeep Wrangler X Unlimited 4 Door 4WD.  Steel Blue exterior and gray/black interior.  Many Extras.  Excellent Condition.  Rides great and looks great.  Automatic Transmission.  Brand new Premium top with 3 year warranty.  Barricade front and rear bumpers.  Line-X fenders that will never fade.  2 mounted Rigid LED light cubes.  Leveling kit.  Custom wheels.  Excellent tread life remaining on tires.  Side Steps are not shown on jeep but I have them and all their hardware,  they are also included in the price.  99,135 miles.  Exterior and Interior in great condition with no major flaws.  Only blemish is a small driver side seat tear in cloth.  Clean title in hand.  3 Owners.  Never been in an accident.  Carfax is provided and available.  Service has been maintained.   We've owned it for 4 years with very light driving, only 6,250 miles per year over that time.  Title is clean and in hand.This will make a great vehicle for someone.  Carfax is clean and available to send upon request.",NA,NA,NA,NA,FALSE,Private Seller,Unlimited X,2007,Used,Huntsville,Private,NA,NA
7,Used 2014 Jeep Wrangler Unlimited Sahara,120,/cars-for-sale/vehicledetails.xhtml?listingId=465908048&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,36e3,FALSE,Sport Utility,4 wheel drive,6 Cylinder,51800,Automatic,AT-1BC53150,Gasoline,Information Unavailable,1C4BJWEG2EL224326,Bluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerHeated SeatsLeather SeatsLift KitNavigationPower LocksPower Windows,#D7D7D7,#993300,"I am sad to offer this beautiful Jeep for sale. Due to health complications, I have to let it go. This jeep has added value anyone will appreciate: lifted, full size spare rear wheel mount, Amp Research retractable boards with led entry lights, front mounted winch, custom steel front and rear bumpers, premium wheels, weathertech cargo mat, uconnect phone system, 3 piece matching hardtop, navigation, cd/DVD player, Satellite radio, heated front seats, heated mirrors, custom tinted windows, awesome color combination with brown leather interior A/C ice cold. Always garaged. Custom wheels. Excellent condition. Factory GPS system. Fully loaded with all the goodies. Looks & drives great. Seats like new. Upgraded sound system. Very clean interior. Well maintained.",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sahara,2014,Used,Huntsville,Private,16,20
8,Used 2014 Jeep Wrangler Willys Wheeler,120,/cars-for-sale/vehicledetails.xhtml?listingId=476631985&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,28e3,TRUE,Sport Utility,2 wheel drive - rear,6-Cylinder,34348,Manual,AT-1C68D3B1,Gasoline,Information Unavailable,1C4AJWAG9EL293967,Bluetooth Hands-FreeCD PlayerCruise ControlLift KitPremium AudioPremium WheelsSecurity SystemSteering Wheel ControlsTrailer Hitch,#B98112,#000000,"A/C ice cold, All scheduled maintenance, All records, Custom wheels, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Perfect first car, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintainedThis listing is for a 2014 Jeep Wrangler Willys Edition. Never been off  road and mostly used to drive to school. I am attending the University of Alabama and only reason for selling is to help pay for my Masters. Jeep is in great condition and needs nothing. I have all the paperwork for the aftermarket parts that were put on by 4WheelParts. This jeep has the best aftermarket parts and was thoroughly researched before installation. I DO have the rear seat in storage but I have taken it out when I first purchased the jeep to have extra room. The rear seat is included in the sale. I also have the original window sticker for the jeep. Here are most of the aftermarket parts that were added on:- B/W Flat Style Flare Set- TeraFlex Hinged Tire Carrier- R/E 2.5 Inch Suspension Lift- S/B Nerf Step Side Bars- H/L Jack- M/T 315/70R17 Deegan 38 Tires- M/T 17x9 Wheels- R/E Sway Bar Disconnect- Smittybilt Gen2 X20 12 Winch- Tuffy Trunk Divider- Tuffy Lockable Rear Storage- SpiderShadeStandard for this specific jeep:- 6 Speed Manual- Bluetooth - Alpine Premium Sound System- Premium Soft Top- Uconnect 430 - 3.73 Axle Ratio- Trac-Lock Differential Rear Axle- Hill Start Assist- 4 Wheel Drive- Traction ControlIf you have any questions or would like for me to show paperwork and jeep, please feel free to contact me. Texting is the best way to contact me but if you do call, please leave a message. Thank you ",NA,NA,NA,NA,FALSE,Private Seller,Willys Wheeler,2014,Used,Huntsville,Private,NA,NA
9,Used 2016 Jeep Wrangler Unlimited Sahara,124,/cars-for-sale/vehicledetails.xhtml?listingId=480160468&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33500,FALSE,Convertible,4 wheel drive,6-Cylinder,34068,Automatic,AT-1C9EAAD4,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCruise ControlDVD PlayerHeated SeatsKeyless EntryLeather SeatsLift KitNavigationPortable Audio ConnectionPower Locks,#D7D7D7,#D2B48C,"Brand new condition. All options added, factory Alpine sound system with rear bass speaker, upgraded exhaust, lifted with Fox suspension, ATX wheels with 35&quot; BFG/ATs, leather seats with heat, factory navigation, Bluetooth, keyless entry with remote start. White exterior, tan leather, soft top with tinted soft top windows. Loaded. Factory warranty. Fun summer truck, easy soft top removal.",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sahara,2016,Used,Huntsville,Private,16,20
10,Used 2004 Jeep Wrangler Sport,127,/cars-for-sale/vehicledetails.xhtml?listingId=480096724&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,11e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,13e4,Manual,AT-1C9DB1D4,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCD PlayerLift KitPremium AudioTrailer Hitch,#E31313,#000000,"A/C ice cold. Looks & drives great. Must see. New tires. Non-smoker. Title in hand. Upgraded sound system. Very clean interior.heavy duty winch,heavy duty jack. Lift kit. K&n filter. Wired for subs amp included under driver seat. Tank in boot for airing up gas shox. Jeep is sweet. Hate to sell getting married need the cash.",NA,NA,NA,NA,FALSE,Private Seller,Sport,2004,Used,Huntsville,Private,NA,NA
