red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
5,81,141,88,Used 2001 Jeep Cherokee Limited,1475,/cars-for-sale/vehicledetails.xhtml?listingId=484707841&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,5950,FALSE,Hatchback,4 wheel drive,6-Cylinder,151e3,Automatic,AT-1CE40E01,Gasoline,Information Unavailable,1J4FF58S31L550511,CD PlayerKeyless EntryPower LocksPower Windows,#05518D,#05518D,"Beautiful!! 4WD! Beautiful Jeep. Classic Blue. Limited Edition. All windows power buttons work. Clean inside! Perfect and ready to lift. Or great car for a teenager. Great car for anyone that wants something reliable in winter. This inline 6 cylinder is bulletproof and many cases has run over 300k miles. 4WD in winter is awesome. This car has winter tires on. Extra large spare in back. Selling because theres not enough room for all my kids in back anymore.Remote StartBluetooth for Iphone 6Just worked on AC so super cold air for summer.New spark plugs and coil packs last month.New Headliner installed last fall. A/C ice cold, Looks & drives great, Perfect first car, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,2001,Used,lmao,Private,Automatic,724,NA,NA
139,139,139,89,Used 2016 Jeep Cherokee Limited,1480,/cars-for-sale/vehicledetails.xhtml?listingId=480422887&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,22653,FALSE,Sport Utility,4 wheel drive,6-Cylinder,44500,Automatic,AT-1CA2ABE7,Gasoline,Information Unavailable,1C4PJMDS6GW280433,Backup CameraCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower Windows,#8B8B8B,#000000,"Excellent condition - 2016 Jeep Cherokee Limited 4x4. Fully Loaded. Exterior and Interior in Excellent condition. Leather, Heated Seats and Steering Wheel, Towing Package, V6, Panoramic Sunroof, Remote Start, 18-Inch Polished Wheels, Auto Temperature Controls, and much more.Primarily highway miles as wife drove 75 miles round trip to work (also some vacation miles).Really is in great shape. Oil changed 3/4/18. Please contact if you have any questions.No dealers please. Do NOT need help selling., All scheduled maintenance, All records, Always garaged, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, No accidents, Non-smoker, One owner, Satellite radio, Seats like new, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,2016,Used,lmao,Private,Automatic,763,NA,NA
139,139,139,90,Used 2016 Jeep Cherokee Limited,1487,/cars-for-sale/vehicledetails.xhtml?listingId=461283894&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,22e3,FALSE,Sport Utility,4 wheel drive,4-Cylinder,16500,Automatic,AT-1B7EA236,Gasoline,Information Unavailable,1C4PJMDBXGW333814,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsPower LocksPower WindowsSteering Wheel Controls,#8B8B8B,#000000,"A/C ice cold, All scheduled maintenance, Excellent condition, Looks & drives great, Mostly highway miles, Must see, No accidents, One owner, Satellite radio, Well maintained.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2016,Used,lmao,Private,Automatic,174,NA,NA
69,69,69,91,Used 2015 Jeep Cherokee Latitude,1510,/cars-for-sale/vehicledetails.xhtml?listingId=483778565&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,15500,FALSE,Sport Utility,4 wheel drive - front,4-Cylinder,59605,Automatic,AT-1CD5E005,Gasoline,Information Unavailable,JN1CV6EK2DM900718,Bluetooth Hands-FreeCruise ControlKeyless EntryMulti-zone Climate ControlPower LocksPower WindowsSteering Wheel ControlsTrailer Hitch,#454545,#000000,NA,NA,NA,NA,NA,FALSE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,NA,NA,NA
69,69,69,92,Used 2014 Jeep Cherokee Trailhawk,1531,/cars-for-sale/vehicledetails.xhtml?listingId=469493025&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,21900,FALSE,Sport Utility,4 wheel drive - front,4-Cylinder,45e3,Automatic,AT-1BFBE521,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsLift KitMulti-zone Climate ControlNavigation,#454545,#000000,"Get ready for winter with this fully loaded 2014 JEEP Cherokee 4WD with Leather Plus Package. Includes AM/FM, SIRIUSXM, CD Player, Large LCD screen with factory GPS and backup camera, Bluetooth, hands-free, UConnect with multiple apps and Wifi capability, multiple HDMI ports, keyless entry, keyless and remote start, power/remote lift gate, heated seats and steering wheel, huge panorama sunroof, beautiful leather seats with red stitching, extra set of Quadratec all weather mats, 2 key fobs and more! All servicing done at JEEP dealerships. Priced below KBB $22,801 and NADA $23,400. MUST SEE!",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2014,Used,lmao,Private,Automatic,596,NA,NA
69,69,69,93,Used 2017 Jeep Cherokee Trailhawk,1537,/cars-for-sale/vehicledetails.xhtml?listingId=482903015&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,26900,FALSE,Sport Utility,4 wheel drive - rear,4-Cylinder,31500,Automatic,AT-1CC883E7,Gasoline,Information Unavailable,1C4PJMBB1HW529189,NA,#454545,#000000,Vehicle is in excellent condition. Runs &  drives excellent. No issues.,NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2017,Used,lmao,Private,Automatic,71,NA,NA
0,0,0,94,Used 2016 Jeep Cherokee Sport,1549,/cars-for-sale/vehicledetails.xhtml?listingId=478047716&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,17e3,FALSE,Sport Utility,2 wheel drive - front,6-Cylinder,22e3,Automatic,AT-1C7E6DE4,Gasoline,Information Unavailable,1C4PJLAB4GW178224,Backup CameraBluetooth Hands-FreeLeather SeatsPortable Audio ConnectionPower LocksPower WindowsPremium Audio,#000000,#000000,"I am back in college and need to sell my Jeep to help pay off my student loans.  I barely drive it because I drive a work truck. I am the original owner. I added leather interior and a backup camera.  All scheduled maintenance, All records, Excellent condition, Looks & drives great, Must see, Never seen snow, No accidents, Non-smoker, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintained.  I am uncertain of the engine cylinder; none of my paperwork specifies if it is 4 or 6.  But I believe it is 6.  Also unsure of the four wheel drive; whether it is back or front.  My paperwork says &quot;4DR FWD&quot;",NA,NA,NA,NA,FALSE,Private Seller,Sport,2016,Used,lmao,Private,Automatic,670,NA,NA
215,215,215,95,Used 2015 Jeep Cherokee Trailhawk,1561,/cars-for-sale/vehicledetails.xhtml?listingId=459495277&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,25e3,FALSE,Sport Utility,4 wheel drive,6 Cylinder,39575,Automatic,AT-1B63576D,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsNavigationPower LocksPower WindowsSecurity System,#D7D7D7,#993300,"4x4 drive, 3.2 liter V6, Dual Sunroofs, Leather interior, Heated Seats, Heated Steering Wheel, Navigation, Tow package, Back-Up camera, Uconnect, Voice command with Bluetooth, Keyless Enter-N-Go, Power liftgate, Safety package, Firestone tires.   Extremely well taken care of...in excellent condition. Smoke free. Pet free. Runs perfect. Loaded with tons of features!",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,367,NA,NA
215,215,215,96,Used 2017 Jeep Cherokee Limited,1564,/cars-for-sale/vehicledetails.xhtml?listingId=485100017&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,24900,FALSE,Sport Utility,4 wheel drive,Information Unavailable,14221,Automatic,AT-1CEA09F1,Gasoline,Information Unavailable,1C4PJMDB5HW501800,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigation,#D7D7D7,#454545,"Used briefly as a third vehicle.  As new condition.  Fully loaded, including heated seats and steering wheel, SafetyTec Group upgrade, Technology Group upgrade, Dual-Pane Panoramic Sunroof, Uconnect 8.4 NAV system and more.  5 year / 60,000 mile powertrrain warranty.  All service records at the dealership.  Third vehicle no longer needed.  Feel free to call with any questions.",NA,NA,NA,NA,TRUE,Private Seller,Limited,2017,Used,lmao,Private,Automatic,379,NA,NA
0,0,0,97,Used 2014 Jeep Cherokee Sport,1570,/cars-for-sale/vehicledetails.xhtml?listingId=483225231&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,12800,FALSE,Sport Utility,2 wheel drive - front,6-Cylinder,77930,Automatic,AT-1CCD6E8F,Gasoline,Information Unavailable,1C4PJLAB5EW123472,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryPower LocksPower WindowsPremium WheelsSteering Wheel Controls,#000000,#F5F5DC,"Great condition and a fantastic car for the money. Our family has expanded (a new adoption) so we are in need of a larger SUV. , A/C ice cold, All records, Looks & drives great, No accidents, Non-smoker, Satellite radio, rear-view camera, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Sport,2014,Used,lmao,Private,Automatic,275,NA,NA
227,19,19,98,Used 2017 Jeep Cherokee Trailhawk,1572,/cars-for-sale/vehicledetails.xhtml?listingId=472485515&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,27888,FALSE,Sport Utility,4 wheel drive,8-Cylinder,28e3,Automatic,AT-1C298E8B,Gasoline,Information Unavailable,1C4PJMBB2HW581687,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryLeather SeatsNavigationPower LocksPower WindowsPremium AudioPremium Wheels,#E31313,#000000,Firecracker Red-2017 Jeep Cherokee Trailhawk 4X4 (36 month Warranty Included in Price),NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2017,Used,lmao,Private,Automatic,86,NA,NA
227,19,19,99,Used 1982 Jeep Cherokee,1582,/cars-for-sale/vehicledetails.xhtml?listingId=465457239&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18e3,FALSE,Wagon,4 wheel drive,8-Cylinder,8e3,Automatic,AT-1BBE5057,Gasoline,Information Unavailable,1JCCE17C7CT034720,Backup CameraDVD PlayerPremium AudioSunroof,#E31313,#D2B48C,"Always garaged, Custom paint/graphics, Looks & drives great, Never seen snow, New paint, No accidents, Satellite radio, Upgraded sound system",NA,NA,NA,NA,FALSE,Private Seller,,1982,Used,lmao,Private,Automatic,141,NA,NA
69,69,69,100,Used 2000 Jeep Cherokee Sport,1595,/cars-for-sale/vehicledetails.xhtml?listingId=485386007&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,4200,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,218500,Automatic,AT-1CEE6717,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlKeyless EntryLift KitPower LocksPower WindowsPremium Wheels,#454545,#000000,"2000 Jeep Cherokee Sport - good condition 218k miles, New head Gasket with about 1200 miles on it New Steering Box plate, New Thermostat and hoses, new battery, new muffler Full size spare rim and tire. 31 inch x 10.5 MasterCraft Courser MTX tires3 inch Rough Country Suspension Lift Kit Runs great. 4 x 4 works great. JVC Stereo, Remote Start $4200 or B.O.  Call, text or email",NA,NA,NA,NA,TRUE,Private Seller,Sport,2e3,Used,lmao,Private,Automatic,378,NA,NA
215,215,215,101,Used 2015 Jeep Cherokee Latitude,1640,/cars-for-sale/vehicledetails.xhtml?listingId=484795943&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18500,FALSE,Sport Utility,4 wheel drive,4-Cylinder,38e3,Automatic,AT-1CE56627,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsPower LocksPower WindowsSteering Wheel Controls,#D7D7D7,#000000,"One owner/Original owner. Extras include satellite radio, cold weather package including remote start and heated steering wheel, navigation ready with large screen, 28-30 mpg highway. A/C ice cold, All scheduled maintenance, Excellent condition, New tires, No accidents, Non-smoker, Very clean interior, Well maintained.  Selling this vehicle because we are preparing for retirement. Leave message",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,397,NA,NA
0,0,0,102,Used 2016 Jeep Cherokee Trailhawk,1737,/cars-for-sale/vehicledetails.xhtml?listingId=485194013&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,24800,FALSE,Sport Utility,4 wheel drive,6-Cylinder,49e3,Automatic,AT-1CEB791D,Gasoline,Information Unavailable,1C4PJMBS4GW332628,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryPower LocksPower WindowsPremium WheelsSteering Wheel Controls,#000000,#000000,"Great looking, clean and well maintained Trailhawk. Strong 3.2 Liter V6, Magnaflow cat-back exhaust, Fuel Anza wheels on Nitto Tera Grappler tires. Select Terrain System, off-road group/suspension, U-Connect 8.4 with 7.0 display w/touchscreen",NA,NA,NA,NA,TRUE,Private Seller,Trailhawk,2016,Used,lmao,Private,Automatic,242,NA,NA
51,51,51,103,Used 2016 Jeep Cherokee Trailhawk,1774,/cars-for-sale/vehicledetails.xhtml?listingId=480186131&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,24974,FALSE,Sport Utility,4 wheel drive,4-Cylinder,30800,Automatic,AT-1C9F0F13,Gasoline,Information Unavailable,1C4PJMBS6GW179167,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower Locks,#333333,NA,"4WD Jeep Cherokee Trailhawk Low Miles ** EXCELLENT ** Condition with Rhino color! Everything works perfectly. All leather interior. Still under full factory warranty! One owner, never smoked in, Satellite, NAV, mostly highway miles, no accidents, premium sound, SPOTLESS interior. All scheduled maintenace (my wife is a stickler--this was her baby). Looks great, drives great. Price is firm and below KBB.",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2016,Used,lmao,Private,Automatic,405,NA,NA
215,215,215,104,Used 2014 Jeep Cherokee Limited,1814,/cars-for-sale/vehicledetails.xhtml?listingId=482460533&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,5e4,Automatic,AT-1CC1C375,Gasoline,Information Unavailable,1C4PJMDS0EW281672,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower WindowsSteering Wheel Controls,#D7D7D7,#000000,"Excellent condition. Replaced all 4 tires within the last year. Non-smoker.Selling car because I m going back to school. Love this car, drives great, no issues. Limited trim comes with pretty much every feature except self parking and blind spot warning. Favorite features are the heated steering wheel, multi-toned seats, and panoramic sunroof.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,345,NA,NA
69,69,69,105,Used 2014 Jeep Cherokee Limited,1817,/cars-for-sale/vehicledetails.xhtml?listingId=479868432&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,54113,Automatic,AT-1C9A3610,Gasoline,Information Unavailable,1C4PJMDS8EW210560,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPower LocksPower WindowsPremium Audio,#454545,#000000,A/C ice cold. All records. Excellent condition. Fully loaded with all the goodies. Looks & drives great. Mostly highway miles. Must see. No accidents. Non-smoker. Satellite radio. Seats like new. Still under factory warranty. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,263,NA,NA
5,81,141,106,Used 2014 Jeep Cherokee Limited,1832,/cars-for-sale/vehicledetails.xhtml?listingId=485481253&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14500,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,9e4,Automatic,AT-1CEFDB25,Gasoline,Information Unavailable,Information Unavailable,Backup CameraCruise ControlHeated SeatsKeyless EntryLeather SeatsPower LocksPower Windows,#05518D,#05518D,"Deep blue interior leather. Recent oil change., A/C ice cold, Looks & drives great, Mostly highway miles, New tires, Well maintained",NA,NA,NA,NA,TRUE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,132,NA,NA
5,81,141,107,Used 2014 Jeep Cherokee Limited,1832,/cars-for-sale/vehicledetails.xhtml?listingId=484530974&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,15e3,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,89e3,Information Unavailable,AT-1CE15B1E,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsPower LocksPower Windows,#05518D,#05518D,"Interior leather is deep blue, Mostly highway miles, Non-smoker, One owner, Seats like new, A/C ice cold, Satellite radio, 3 USB ports, button for voice command on steering wheel",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,NA,178,NA,NA
69,69,69,108,Used 2016 Jeep Cherokee Limited,1834,/cars-for-sale/vehicledetails.xhtml?listingId=485387759&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D100%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=100&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,2e4,FALSE,Sport Utility,Information Unavailable,4-Cylinder,3e4,Automatic,AT-1CEE6DEF,Gasoline,Information Unavailable,1C4PJMDB0GW202794,Backup CameraCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower WindowsPremium Audio,#454545,#000000,"A/C ice cold, All scheduled maintenance, All records, Excellent condition, Looks & drives great, No accidents, Non-smoker, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,TRUE,Private Seller,Limited,2016,Used,lmao,Private,Automatic,237,NA,NA
